time,X,Y,Z,Vx,Vy,Vz
7.308168,100.462769,839.285567,-197.466784,-17.348313,-39.501484,33.480184
7.318166,100.289462,838.890459,-197.132319,-17.321812,-39.540016,33.429553
7.328163,100.116419,838.494965,-196.798360,-17.295356,-39.578503,33.379009
7.338161,99.943641,838.099087,-196.464905,-17.268945,-39.616943,33.328552
7.348158,99.771127,837.702825,-196.131955,-17.242578,-39.655337,33.278180
7.358156,99.598875,837.306179,-195.799508,-17.216255,-39.693686,33.227894
7.368153,99.426887,836.909150,-195.467563,-17.189977,-39.731988,33.177694
7.378151,99.255161,836.511739,-195.136119,-17.163742,-39.770245,33.127579
7.388148,99.083698,836.113945,-194.805176,-17.137551,-39.808456,33.077550
7.398146,98.912496,835.715769,-194.474733,-17.111404,-39.846621,33.027605
7.408143,98.741555,835.317212,-194.144788,-17.085301,-39.884739,32.977744
7.418141,98.570875,834.918274,-193.815342,-17.059241,-39.922812,32.927968
7.428138,98.400455,834.518956,-193.486392,-17.033224,-39.960838,32.878276
7.438136,98.230295,834.119258,-193.157939,-17.007251,-39.998819,32.828667
7.448133,98.060394,833.719180,-192.829982,-16.981320,-40.036753,32.779142
7.458131,97.890752,833.318723,-192.502519,-16.955433,-40.074641,32.729701
7.468128,97.721369,832.917888,-192.175550,-16.929588,-40.112483,32.680342
7.478126,97.552245,832.516674,-191.849074,-16.903786,-40.150279,32.631066
7.488123,97.383377,832.115083,-191.523091,-16.878027,-40.188028,32.581873
7.498121,97.214768,831.713115,-191.197598,-16.852310,-40.225731,32.532762
7.508118,97.046415,831.310770,-190.872596,-16.826636,-40.263388,32.483734
7.518116,96.878318,830.908049,-190.548084,-16.801003,-40.300999,32.434787
7.528113,96.710478,830.504952,-190.224061,-16.775413,-40.338563,32.385921
7.538111,96.542893,830.101480,-189.900526,-16.749865,-40.376080,32.337137
7.548108,96.375563,829.697633,-189.577479,-16.724358,-40.413552,32.288434
7.558106,96.208489,829.293412,-189.254918,-16.698893,-40.450977,32.239812
7.568103,96.041668,828.888816,-188.932842,-16.673470,-40.488355,32.191271
7.578101,95.875102,828.483847,-188.611252,-16.648089,-40.525687,32.142810
7.588098,95.708789,828.078506,-188.290145,-16.622748,-40.562972,32.094430
7.598096,95.542729,827.672791,-187.969522,-16.597449,-40.600211,32.046129
7.608093,95.376922,827.266705,-187.649382,-16.572191,-40.637404,31.997908
7.618091,95.211368,826.860247,-187.329723,-16.546974,-40.674549,31.949767
7.628088,95.046065,826.453418,-187.010546,-16.521798,-40.711648,31.901705
7.638086,94.881014,826.046218,-186.691848,-16.496663,-40.748701,31.853722
7.648083,94.716214,825.638648,-186.373630,-16.471568,-40.785706,31.805818
7.658081,94.551665,825.230708,-186.055891,-16.446514,-40.822665,31.757992
7.668078,94.387366,824.822400,-185.738629,-16.421500,-40.859578,31.710245
7.678076,94.223317,824.413722,-185.421845,-16.396527,-40.896443,31.662576
7.688073,94.059518,824.004676,-185.105536,-16.371593,-40.933262,31.614985
7.698071,93.895967,823.595262,-184.789703,-16.346700,-40.970034,31.567472
7.708068,93.732665,823.185480,-184.474344,-16.321847,-41.006759,31.520036
7.718066,93.569612,822.775332,-184.159459,-16.297033,-41.043438,31.472677
7.728063,93.406806,822.364817,-183.845047,-16.272260,-41.080069,31.425396
7.738061,93.244247,821.953937,-183.531108,-16.247525,-41.116654,31.378191
7.748058,93.081936,821.542690,-183.217640,-16.222831,-41.153192,31.331063
7.758056,92.919871,821.131079,-182.904642,-16.198175,-41.189683,31.284011
7.768053,92.758053,820.719103,-182.592115,-16.173559,-41.226127,31.237036
7.778051,92.596481,820.306763,-182.280057,-16.148982,-41.262524,31.190136
7.788048,92.435154,819.894059,-181.968467,-16.124444,-41.298874,31.143312
7.798046,92.274072,819.480992,-181.657345,-16.099945,-41.335178,31.096564
7.808043,92.113235,819.067563,-181.346690,-16.075485,-41.371434,31.049891
7.818041,91.952642,818.653771,-181.036501,-16.051064,-41.407643,31.003293
7.828038,91.792293,818.239618,-180.726778,-16.026681,-41.443805,30.956770
7.838036,91.632187,817.825103,-180.417519,-16.002337,-41.479920,30.910322
7.848033,91.472325,817.410227,-180.108724,-15.978031,-41.515988,30.863949
7.858031,91.312706,816.994991,-179.800393,-15.953763,-41.552009,30.817650
7.868028,91.153329,816.579395,-179.492524,-15.929534,-41.587982,30.771425
7.878026,90.994194,816.163440,-179.185117,-15.905343,-41.623909,30.725273
7.888023,90.835301,815.747125,-178.878170,-15.881190,-41.659788,30.679196
7.898021,90.676649,815.330452,-178.571684,-15.857074,-41.695620,30.633192
7.908018,90.518238,814.913422,-178.265658,-15.832997,-41.731405,30.587262
7.918016,90.360067,814.496033,-177.960091,-15.808957,-41.767143,30.541404
7.928013,90.202137,814.078288,-177.654981,-15.784954,-41.802833,30.495620
7.938011,90.044446,813.660186,-177.350329,-15.760990,-41.838476,30.449909
7.948008,89.886995,813.241728,-177.046134,-15.737062,-41.874072,30.404270
7.958006,89.729783,812.822915,-176.742395,-15.713172,-41.909620,30.358703
7.968003,89.572810,812.403746,-176.439110,-15.689319,-41.945121,30.313209
7.978001,89.416075,811.984222,-176.136281,-15.665503,-41.980575,30.267786
7.987998,89.259577,811.564345,-175.833905,-15.641724,-42.015982,30.222436
7.997996,89.103318,811.144113,-175.531983,-15.617983,-42.051341,30.177157
8.007993,88.947296,810.723529,-175.230512,-15.594277,-42.086652,30.131950
8.017991,88.791510,810.302591,-174.929494,-15.570609,-42.121916,30.086814
8.027988,88.635961,809.881301,-174.628927,-15.546977,-42.157133,30.041749
8.037986,88.480648,809.459660,-174.328809,-15.523382,-42.192302,29.996755
8.047983,88.325571,809.037667,-174.029142,-15.499824,-42.227424,29.951832
8.057981,88.170729,808.615323,-173.729922,-15.476302,-42.262498,29.906979
8.067978,88.016122,808.192629,-173.431151,-15.452816,-42.297525,29.862196
8.077976,87.861750,807.769585,-173.132828,-15.429366,-42.332504,29.817483
8.087973,87.707612,807.346191,-172.834950,-15.405953,-42.367436,29.772841
8.097971,87.553708,806.922448,-172.537519,-15.382576,-42.402320,29.728268
8.107968,87.400037,806.498357,-172.240533,-15.359235,-42.437157,29.683764
8.117966,87.246599,806.073918,-171.943992,-15.335930,-42.471946,29.639330
8.127963,87.093394,805.649131,-171.647894,-15.312660,-42.506688,29.594966
8.137961,86.940422,805.223997,-171.352240,-15.289427,-42.541382,29.550670
8.147958,86.787681,804.798516,-171.057028,-15.266229,-42.576028,29.506443
8.157956,86.635173,804.372690,-170.762258,-15.243067,-42.610627,29.462285
8.167953,86.482895,803.946517,-170.467929,-15.219940,-42.645178,29.418195
8.177951,86.330849,803.520000,-170.174040,-15.196849,-42.679681,29.374173
8.187948,86.179033,803.093137,-169.880591,-15.173793,-42.714137,29.330220
8.197946,86.027448,802.665931,-169.587581,-15.150773,-42.748545,29.286335
8.207943,85.876092,802.238380,-169.295010,-15.127788,-42.782906,29.242517
8.217940,85.724967,801.810487,-169.002876,-15.104838,-42.817218,29.198767
8.227938,85.574070,801.382250,-168.711179,-15.081923,-42.851483,29.155085
8.237935,85.423402,800.953672,-168.419919,-15.059043,-42.885701,29.111470
8.247933,85.272963,800.524751,-168.129094,-15.036198,-42.919870,29.067922
8.257930,85.122752,800.095489,-167.838704,-15.013389,-42.953992,29.024441
8.267928,84.972769,799.665886,-167.548749,-14.990614,-42.988066,28.981027
8.277925,84.823014,799.235943,-167.259227,-14.967873,-43.022093,28.937679
8.287923,84.673485,798.805660,-166.970139,-14.945168,-43.056071,28.894398
8.297920,84.524184,798.375037,-166.681483,-14.922497,-43.090002,28.851184
8.307918,84.375109,797.944076,-166.393258,-14.899860,-43.123885,28.808035
8.317915,84.226260,797.512776,-166.105465,-14.877259,-43.157720,28.764953
8.327913,84.077637,797.081137,-165.818102,-14.854691,-43.191507,28.721936
8.337910,83.929240,796.649162,-165.531169,-14.832158,-43.225247,28.678985
8.347908,83.781067,796.216849,-165.244665,-14.809660,-43.258938,28.636100
8.357905,83.633120,795.784200,-164.958590,-14.787195,-43.292582,28.593280
8.367903,83.485397,795.351214,-164.672942,-14.764765,-43.326178,28.550525
8.377900,83.337898,794.917893,-164.387722,-14.742369,-43.359726,28.507835
8.387898,83.190623,794.484237,-164.102928,-14.720007,-43.393226,28.465210
8.397895,83.043571,794.050246,-163.818560,-14.697679,-43.426678,28.422650
8.407893,82.896743,793.615921,-163.534617,-14.675385,-43.460083,28.380154
8.417890,82.750137,793.181263,-163.251099,-14.653125,-43.493439,28.337723
8.427888,82.603753,792.746271,-162.968004,-14.630898,-43.526748,28.295356
8.437885,82.457592,792.310946,-162.685333,-14.608706,-43.560008,28.253053
8.447883,82.311652,791.875289,-162.403084,-14.586547,-43.593221,28.210814
8.457880,82.165934,791.439300,-162.121258,-14.564421,-43.626386,28.168639
8.467878,82.020436,791.002980,-161.839852,-14.542329,-43.659503,28.126528
8.477875,81.875159,790.566329,-161.558867,-14.520271,-43.692572,28.084480
8.487873,81.730103,790.129347,-161.278302,-14.498246,-43.725593,28.042495
8.497870,81.585266,789.692036,-160.998157,-14.476255,-43.758567,28.000573
8.507868,81.440650,789.254395,-160.718430,-14.454296,-43.791492,27.958715
8.517865,81.296252,788.816425,-160.439122,-14.432371,-43.824369,27.916919
8.527863,81.152074,788.378127,-160.160231,-14.410480,-43.857198,27.875186
8.537860,81.008114,787.939501,-159.881757,-14.388621,-43.889980,27.833515
8.547858,80.864372,787.500547,-159.603699,-14.366795,-43.922713,27.791907
8.557855,80.720849,787.061266,-159.326057,-14.345003,-43.955399,27.750362
8.567853,80.577543,786.621659,-159.048830,-14.323244,-43.988036,27.708878
8.577850,80.434455,786.181726,-158.772017,-14.301517,-44.020626,27.667456
8.587848,80.291584,785.741467,-158.495618,-14.279823,-44.053168,27.626097
8.597845,80.148929,785.300883,-158.219632,-14.258163,-44.085661,27.584799
8.607843,80.006491,784.859975,-157.944059,-14.236535,-44.118107,27.543562
8.617840,79.864269,784.418742,-157.668898,-14.214940,-44.150505,27.502387
8.627838,79.722262,783.977185,-157.394148,-14.193377,-44.182854,27.461274
8.637835,79.580471,783.535306,-157.119808,-14.171847,-44.215156,27.420221
8.647833,79.438895,783.093104,-156.845879,-14.150350,-44.247410,27.379230
8.657830,79.297534,782.650579,-156.572360,-14.128886,-44.279616,27.338299
8.667828,79.156387,782.207733,-156.299249,-14.107454,-44.311774,27.297429
8.677825,79.015455,781.764566,-156.026547,-14.086054,-44.343884,27.256620
8.687823,78.874736,781.321077,-155.754252,-14.064687,-44.375945,27.215871
8.697820,78.734231,780.877269,-155.482365,-14.043352,-44.407959,27.175183
8.707818,78.593938,780.433141,-155.210884,-14.022050,-44.439925,27.134555
8.717815,78.453859,779.988693,-154.939809,-14.000779,-44.471843,27.093987
8.727813,78.313992,779.543927,-154.669139,-13.979542,-44.503713,27.053479
8.737810,78.174338,779.098842,-154.398874,-13.958336,-44.535535,27.013030
8.747808,78.034895,778.653439,-154.129013,-13.937163,-44.567309,26.972642
8.757805,77.895664,778.207719,-153.859556,-13.916021,-44.599035,26.932313
8.767803,77.756645,777.761682,-153.590502,-13.894912,-44.630713,26.892043
8.777800,77.617836,777.315329,-153.321850,-13.873834,-44.662343,26.851833
8.787798,77.479237,776.868659,-153.053599,-13.852788,-44.693925,26.811682
8.797795,77.340849,776.421674,-152.785750,-13.831773,-44.725460,26.771590
8.807793,77.202671,775.974374,-152.518301,-13.810790,-44.756946,26.731557
8.817790,77.064703,775.526760,-152.251253,-13.789838,-44.788384,26.691583
8.827788,76.926944,775.078831,-151.984603,-13.768918,-44.819774,26.651667
8.837785,76.789394,774.630589,-151.718352,-13.748029,-44.851117,26.611810
8.847783,76.652052,774.182033,-151.452500,-13.727170,-44.882411,26.572011
8.857780,76.514919,773.733166,-151.187045,-13.706343,-44.913658,26.532271
8.867778,76.377994,773.283985,-150.921987,-13.685547,-44.944856,26.492589
8.877775,76.241277,772.834494,-150.657325,-13.664782,-44.976007,26.452965
8.887773,76.104768,772.384691,-150.393060,-13.644048,-45.007110,26.413399
8.897770,75.968465,771.934577,-150.129189,-13.623344,-45.038165,26.373891
8.907768,75.832369,771.484153,-149.865713,-13.602672,-45.069172,26.334441
8.917765,75.696480,771.033419,-149.602632,-13.582030,-45.100131,26.295048
8.927763,75.560797,770.582376,-149.339943,-13.561418,-45.131042,26.255712
8.937760,75.425320,770.131025,-149.077648,-13.540837,-45.161905,26.216434
8.947758,75.290048,769.679365,-148.815746,-13.520287,-45.192721,26.177214
8.957755,75.154982,769.227397,-148.554235,-13.499767,-45.223488,26.138050
8.967753,75.020121,768.775122,-148.293115,-13.479277,-45.254208,26.098944
8.977750,74.885464,768.322540,-148.032386,-13.458817,-45.284880,26.059894
8.987748,74.751012,767.869651,-147.772047,-13.438387,-45.315504,26.020901
8.997745,74.616764,767.416457,-147.512098,-13.417988,-45.346080,25.981965
9.007743,74.482720,766.962957,-147.252538,-13.397619,-45.376608,25.943086
9.017740,74.348879,766.509152,-146.993366,-13.377279,-45.407088,25.904263
9.027738,74.215241,766.055043,-146.734582,-13.356970,-45.437521,25.865496
9.037735,74.081806,765.600629,-146.476186,-13.336690,-45.467906,25.826786
9.047733,73.948574,765.145913,-146.218176,-13.316440,-45.498243,25.788132
9.057730,73.815544,764.690893,-145.960552,-13.296221,-45.528532,25.749533
9.067728,73.682716,764.235570,-145.703314,-13.276031,-45.558774,25.710991
9.077725,73.550090,763.779946,-145.446461,-13.255870,-45.588968,25.672504
9.087723,73.417665,763.324019,-145.189992,-13.235739,-45.619114,25.634073
9.097720,73.285441,762.867792,-144.933907,-13.215638,-45.649212,25.595697
9.107718,73.153418,762.411264,-144.678206,-13.195567,-45.679263,25.557377
9.117715,73.021596,761.954436,-144.422888,-13.175525,-45.709265,25.519113
9.127712,72.889973,761.497308,-144.167951,-13.155512,-45.739221,25.480903
9.137710,72.758551,761.039881,-143.913397,-13.135528,-45.769128,25.442749
9.147707,72.627328,760.582155,-143.659224,-13.115574,-45.798988,25.404649
9.157705,72.496305,760.124130,-143.405431,-13.095650,-45.828800,25.366605
9.167702,72.365481,759.665808,-143.152018,-13.075754,-45.858564,25.328615
9.177700,72.234855,759.207189,-142.898985,-13.055887,-45.888281,25.290680
9.187697,72.104428,758.748273,-142.646331,-13.036050,-45.917950,25.252800
9.197695,71.974199,758.289060,-142.394055,-13.016242,-45.947572,25.214974
9.207692,71.844168,757.829552,-142.142157,-12.996462,-45.977146,25.177202
9.217690,71.714335,757.369748,-141.890637,-12.976712,-46.006673,25.139485
9.227687,71.584699,756.909649,-141.639493,-12.956990,-46.036151,25.101822
9.237685,71.455260,756.449255,-141.388726,-12.937297,-46.065583,25.064213
9.247682,71.326017,755.988568,-141.138334,-12.917633,-46.094967,25.026658
9.257680,71.196972,755.527587,-140.888318,-12.897998,-46.124303,24.989157
9.267677,71.068122,755.066313,-140.638676,-12.878391,-46.153592,24.951710
9.277675,70.939468,754.604747,-140.389409,-12.858813,-46.182833,24.914316
9.287672,70.811010,754.142888,-140.140515,-12.839264,-46.212027,24.876976
9.297670,70.682747,753.680738,-139.891994,-12.819743,-46.241173,24.839689
9.307667,70.554679,753.218297,-139.643845,-12.800250,-46.270272,24.802456
9.317665,70.426806,752.755565,-139.396069,-12.780786,-46.299323,24.765276
9.327662,70.299127,752.292542,-139.148663,-12.761350,-46.328327,24.728149
9.337660,70.171643,751.829230,-138.901629,-12.741942,-46.357284,24.691075
9.347657,70.044352,751.365629,-138.654965,-12.722563,-46.386194,24.654054
9.357655,69.917255,750.901739,-138.408671,-12.703212,-46.415055,24.617086
9.367652,69.790351,750.437561,-138.162747,-12.683889,-46.443870,24.580171
9.377650,69.663641,749.973094,-137.917191,-12.664594,-46.472637,24.543308
9.387647,69.537123,749.508341,-137.672003,-12.645327,-46.501357,24.506498
9.397645,69.410797,749.043300,-137.427183,-12.626088,-46.530030,24.469741
9.407642,69.284664,748.577973,-137.182730,-12.606876,-46.558656,24.433036
9.417640,69.158723,748.112360,-136.938644,-12.587693,-46.587234,24.396383
9.427637,69.032973,747.646462,-136.694925,-12.568538,-46.615765,24.359782
9.437635,68.907414,747.180279,-136.451570,-12.549410,-46.644249,24.323234
9.447632,68.782047,746.713811,-136.208581,-12.530310,-46.672685,24.286737
9.457630,68.656871,746.247059,-135.965957,-12.511238,-46.701075,24.250293
9.467627,68.531885,745.780024,-135.723696,-12.492194,-46.729417,24.213900
9.477625,68.407089,745.312705,-135.481800,-12.473177,-46.757713,24.177559
9.487622,68.282484,744.845104,-135.240266,-12.454187,-46.785961,24.141270
9.497620,68.158068,744.377220,-134.999095,-12.435225,-46.814162,24.105032
9.507617,68.033841,743.909055,-134.758286,-12.416291,-46.842316,24.068846
9.517615,67.909804,743.440609,-134.517838,-12.397383,-46.870423,24.032711
9.527612,67.785955,742.971882,-134.277751,-12.378504,-46.898483,23.996627
9.537610,67.662295,742.502874,-134.038025,-12.359651,-46.926496,23.960595
9.547607,67.538824,742.033587,-133.798659,-12.340826,-46.954462,23.924613
9.557605,67.415540,741.564020,-133.559652,-12.322028,-46.982381,23.888683
9.567602,67.292445,741.094175,-133.321004,-12.303257,-47.010253,23.852804
9.577600,67.169537,740.624051,-133.082715,-12.284513,-47.038078,23.816975
9.587597,67.046816,740.153649,-132.844784,-12.265796,-47.065857,23.781197
9.597595,66.924282,739.682970,-132.607210,-12.247107,-47.093588,23.745470
9.607592,66.801935,739.212013,-132.369993,-12.228444,-47.121273,23.709793
9.617590,66.679774,738.740780,-132.133132,-12.209808,-47.148911,23.674167
9.627587,66.557799,738.269271,-131.896627,-12.191199,-47.176502,23.638591
9.637585,66.436011,737.797487,-131.660478,-12.172617,-47.204046,23.603066
9.647582,66.314408,737.325427,-131.424684,-12.154061,-47.231544,23.567590
9.657580,66.192990,736.853093,-131.189244,-12.135533,-47.258995,23.532165
9.667577,66.071758,736.380484,-130.954158,-12.117031,-47.286399,23.496790
9.677575,65.950710,735.907602,-130.719425,-12.098556,-47.313757,23.461465
9.687572,65.829847,735.434446,-130.485045,-12.080107,-47.341068,23.426190
9.697570,65.709168,734.961018,-130.251018,-12.061685,-47.368332,23.390964
9.707567,65.588673,734.487317,-130.017343,-12.043289,-47.395550,23.355789
9.717565,65.468362,734.013344,-129.784019,-12.024920,-47.422722,23.320663
9.727562,65.348235,733.539100,-129.551046,-12.006577,-47.449846,23.285586
9.737560,65.228291,733.064585,-129.318423,-11.988261,-47.476925,23.250559
9.747557,65.108529,732.589800,-129.086151,-11.969971,-47.503957,23.215582
9.757555,64.988951,732.114744,-128.854228,-11.951707,-47.530942,23.180653
9.767552,64.869555,731.639419,-128.622653,-11.933470,-47.557881,23.145774
9.777550,64.750341,731.163825,-128.391428,-11.915259,-47.584774,23.110944
9.787547,64.631309,730.687962,-128.160550,-11.897074,-47.611620,23.076163
9.797545,64.512459,730.211831,-127.930020,-11.878915,-47.638420,23.041431
9.807542,64.393790,729.735433,-127.699836,-11.860782,-47.665173,23.006748
9.817540,64.275303,729.258767,-127.470000,-11.842675,-47.691881,22.972114
9.827537,64.156996,728.781834,-127.240509,-11.824594,-47.718542,22.937528
9.837535,64.038870,728.304635,-127.011363,-11.806540,-47.745157,22.902991
9.847532,63.920924,727.827170,-126.782563,-11.788511,-47.771726,22.868503
9.857530,63.803158,727.349440,-126.554108,-11.770508,-47.798248,22.834063
9.867527,63.685573,726.871445,-126.325996,-11.752530,-47.824725,22.799672
9.877525,63.568166,726.393185,-126.098228,-11.734579,-47.851155,22.765329
9.887522,63.450939,725.914661,-125.870803,-11.716653,-47.877539,22.731034
9.897520,63.333892,725.435874,-125.643720,-11.698753,-47.903878,22.696787
9.907517,63.217023,724.956824,-125.416980,-11.680879,-47.930170,22.662589
9.917515,63.100332,724.477511,-125.190582,-11.663030,-47.956416,22.628438
9.927512,62.983820,723.997936,-124.964524,-11.645207,-47.982616,22.594336
9.937510,62.867486,723.518099,-124.738807,-11.627409,-48.008771,22.560281
9.947507,62.751330,723.038001,-124.513431,-11.609637,-48.034879,22.526274
9.957505,62.635351,722.557642,-124.288394,-11.591891,-48.060942,22.492315
9.967502,62.519550,722.077022,-124.063696,-11.574170,-48.086959,22.458403
9.977500,62.403925,721.596143,-123.839338,-11.556474,-48.112930,22.424539
9.987497,62.288478,721.115005,-123.615317,-11.538803,-48.138856,22.390723
9.997495,62.173207,720.633607,-123.391634,-11.521158,-48.164735,22.356953
10.007492,62.058112,720.151951,-123.168289,-11.503538,-48.190569,22.323232
10.017490,61.943193,719.670037,-122.945281,-11.485943,-48.216357,22.289557
10.027487,61.828450,719.187865,-122.722609,-11.468374,-48.242100,22.255930
10.037484,61.713883,718.705437,-122.500273,-11.450830,-48.267797,22.222350
10.047482,61.599490,718.222751,-122.278272,-11.433310,-48.293449,22.188817
10.057479,61.485273,717.739809,-122.056607,-11.415816,-48.319055,22.155330
10.067477,61.371231,717.256612,-121.835276,-11.398347,-48.344615,22.121891
10.077474,61.257363,716.773159,-121.614279,-11.380903,-48.370130,22.088499
10.087472,61.143669,716.289451,-121.393615,-11.363484,-48.395600,22.055153
10.097469,61.030150,715.805489,-121.173285,-11.346089,-48.421024,22.021854
10.107467,60.916804,715.321273,-120.953288,-11.328720,-48.446403,21.988602
10.117464,60.803631,714.836804,-120.733622,-11.311376,-48.471737,21.955396
10.127462,60.690632,714.352081,-120.514289,-11.294056,-48.497025,21.922237
10.137459,60.577806,713.867106,-120.295286,-11.276761,-48.522268,21.889124
10.147457,60.465153,713.381879,-120.076615,-11.259491,-48.547466,21.856057
10.157454,60.352672,712.896400,-119.858274,-11.242245,-48.572619,21.823037
10.167452,60.240364,712.410670,-119.640263,-11.225024,-48.597727,21.790063
10.177449,60.128228,711.924689,-119.422581,-11.207828,-48.622789,21.757135
10.187447,60.016263,711.438458,-119.205228,-11.190656,-48.647807,21.724253
10.197444,59.904470,710.951976,-118.988203,-11.173509,-48.672779,21.691417
10.207442,59.792849,710.465246,-118.771507,-11.156386,-48.697706,21.658627
10.217439,59.681398,709.978266,-118.555138,-11.139287,-48.722589,21.625883
10.227437,59.570118,709.491038,-118.339097,-11.122213,-48.747426,21.593185
10.237434,59.459009,709.003562,-118.123382,-11.105163,-48.772219,21.560533
10.247432,59.348070,708.515838,-117.907993,-11.088138,-48.796967,21.527926
10.257429,59.237301,708.027867,-117.692930,-11.071136,-48.821670,21.495365
10.267427,59.126702,707.539649,-117.478192,-11.054159,-48.846328,21.462849
10.277424,59.016273,707.051185,-117.263779,-11.037206,-48.870942,21.430379
10.287422,58.906013,706.562475,-117.049691,-11.020277,-48.895510,21.397954
10.297419,58.795922,706.073519,-116.835926,-11.003372,-48.920034,21.365575
10.307417,58.686000,705.584319,-116.622485,-10.986492,-48.944514,21.333241
10.317414,58.576247,705.094874,-116.409367,-10.969635,-48.968949,21.300952
10.327412,58.466662,704.605185,-116.196571,-10.952802,-48.993339,21.268708
10.337409,58.357246,704.115253,-115.984098,-10.935993,-49.017685,21.236510
10.347407,58.247997,703.625077,-115.771946,-10.919207,-49.041987,21.204356
10.357404,58.138916,703.134659,-115.560116,-10.902446,-49.066243,21.172248
10.367402,58.030002,702.643998,-115.348606,-10.885708,-49.090456,21.140184
10.377399,57.921256,702.153096,-115.137417,-10.868994,-49.114624,21.108165
10.387397,57.812677,701.661952,-114.926548,-10.852304,-49.138748,21.076191
10.397394,57.704264,701.170567,-114.715998,-10.835637,-49.162828,21.044262
10.407392,57.596018,700.678941,-114.505767,-10.818994,-49.186863,21.012378
10.417389,57.487938,700.187076,-114.295854,-10.802375,-49.210855,20.980538
10.427387,57.380025,699.694971,-114.086260,-10.785778,-49.234802,20.948742
10.437384,57.272277,699.202626,-113.876983,-10.769206,-49.258705,20.916991
10.447382,57.164694,698.710043,-113.668024,-10.752656,-49.282564,20.885285
10.457379,57.057277,698.217222,-113.459381,-10.736131,-49.306378,20.853623
10.467377,56.950025,697.724163,-113.251055,-10.719628,-49.330149,20.822005
10.477374,56.842938,697.230866,-113.043044,-10.703148,-49.353876,20.790432
10.487372,56.736016,696.737333,-112.835349,-10.686692,-49.377559,20.758903
10.497369,56.629258,696.243562,-112.627969,-10.670259,-49.401199,20.727418
10.507367,56.522664,695.749556,-112.420904,-10.653849,-49.424794,20.695977
10.517364,56.416234,695.255314,-112.214153,-10.637462,-49.448345,20.664580
10.527362,56.309968,694.760837,-112.007715,-10.621098,-49.471853,20.633227
10.537359,56.203865,694.266125,-111.801591,-10.604758,-49.495318,20.601918
10.547357,56.097926,693.771179,-111.595780,-10.588440,-49.518738,20.570653
10.557354,55.992150,693.275999,-111.390281,-10.572144,-49.542115,20.539432
10.567352,55.886536,692.780585,-111.185093,-10.555872,-49.565448,20.508255
10.577349,55.781085,692.284938,-110.980218,-10.539623,-49.588738,20.477121
10.587347,55.675797,691.789059,-110.775653,-10.523396,-49.611984,20.446031
10.597344,55.570670,691.292947,-110.571400,-10.507192,-49.635187,20.414985
10.607342,55.465705,690.796604,-110.367456,-10.491010,-49.658347,20.383982
10.617339,55.360902,690.300029,-110.163822,-10.474852,-49.681463,20.353023
10.627337,55.256261,689.803224,-109.960498,-10.458716,-49.704536,20.322107
10.637334,55.151780,689.306188,-109.757482,-10.442602,-49.727565,20.291234
10.647332,55.047461,688.808922,-109.554775,-10.426512,-49.750551,20.260405
10.657329,54.943302,688.311426,-109.352375,-10.410443,-49.773494,20.229618
10.667327,54.839304,687.813702,-109.150284,-10.394398,-49.796394,20.198875
10.677324,54.735467,687.315748,-108.948499,-10.378374,-49.819251,20.168176
10.687322,54.631789,686.817567,-108.747022,-10.362373,-49.842065,20.137519
10.697319,54.528271,686.319157,-108.545850,-10.346395,-49.864836,20.106905
10.707317,54.424913,685.820520,-108.344985,-10.330439,-49.887564,20.076334
10.717314,54.321714,685.321656,-108.144425,-10.314505,-49.910248,20.045806
10.727312,54.218674,684.822566,-107.944170,-10.298593,-49.932890,20.015321
10.737309,54.115794,684.323249,-107.744219,-10.282703,-49.955490,19.984879
10.747307,54.013072,683.823707,-107.544573,-10.266836,-49.978046,19.954480
10.757304,53.910508,683.323939,-107.345230,-10.250991,-50.000559,19.924123
10.767302,53.808103,682.823946,-107.146191,-10.235168,-50.023030,19.893809
10.777299,53.705856,682.323729,-106.947454,-10.219367,-50.045459,19.863537
10.787297,53.603767,681.823288,-106.749020,-10.203588,-50.067844,19.833308
10.797294,53.501836,681.322624,-106.550888,-10.187831,-50.090187,19.803121
10.807292,53.400062,680.821736,-106.353058,-10.172095,-50.112488,19.772977
10.817289,53.298445,680.320626,-106.155528,-10.156382,-50.134746,19.742875
10.827287,53.196985,679.819293,-105.958300,-10.140691,-50.156962,19.712816
10.837284,53.095682,679.317738,-105.761371,-10.125021,-50.179135,19.682798
10.847282,52.994535,678.815962,-105.564743,-10.109373,-50.201266,19.652823
10.857279,52.893545,678.313965,-105.368414,-10.093747,-50.223354,19.622890
10.867277,52.792710,677.811747,-105.172384,-10.078143,-50.245401,19.592999
10.877274,52.692032,677.309309,-104.976653,-10.062560,-50.267405,19.563151
10.887272,52.591510,676.806651,-104.781220,-10.046999,-50.289367,19.533344
10.897269,52.491142,676.303774,-104.586085,-10.031459,-50.311287,19.503579
10.907267,52.390931,675.800678,-104.391247,-10.015941,-50.333164,19.473856
10.917264,52.290874,675.297363,-104.196706,-10.000445,-50.355000,19.444175
10.927262,52.190972,674.793831,-104.002461,-9.984970,-50.376794,19.414536
10.937259,52.091224,674.290080,-103.808513,-9.969516,-50.398546,19.384938
10.947257,51.991631,673.786113,-103.614860,-9.954084,-50.420256,19.355382
10.957254,51.892192,673.281928,-103.421503,-9.938673,-50.441924,19.325868
10.967251,51.792907,672.777527,-103.228440,-9.923283,-50.463550,19.296395
