time,X,Y,Z,Vx,Vy,Vz
3.639088,187.390407,954.791143,-364.876568,-32.341392,-22.674036,62.199349
3.649086,187.067410,954.564204,-364.255374,-32.274249,-22.725193,62.070702
3.659083,186.745083,954.336753,-363.635463,-32.207371,-22.776333,61.942564
3.669080,186.423423,954.108791,-363.016831,-32.140757,-22.827457,61.814932
3.679078,186.102427,953.880318,-362.399472,-32.074405,-22.878565,61.687803
3.689075,185.782094,953.651334,-361.783381,-32.008315,-22.929658,61.561176
3.699073,185.462420,953.421840,-361.168554,-31.942485,-22.980734,61.435046
3.709070,185.143403,953.191835,-360.554985,-31.876913,-23.031796,61.309413
3.719068,184.825040,952.961319,-359.942670,-31.811599,-23.082843,61.184273
3.729065,184.507329,952.730293,-359.331603,-31.746541,-23.133874,61.059623
3.739063,184.190267,952.498757,-358.721780,-31.681737,-23.184892,60.935462
3.749060,183.873851,952.266712,-358.113196,-31.617187,-23.235895,60.811787
3.759058,183.558080,952.034156,-357.505846,-31.552889,-23.286883,60.688596
3.769055,183.242950,951.801091,-356.899726,-31.488843,-23.337858,60.565885
3.779053,182.928459,951.567516,-356.294829,-31.425045,-23.388819,60.443653
3.789050,182.614605,951.333431,-355.691153,-31.361497,-23.439767,60.321897
3.799048,182.301385,951.098838,-355.088691,-31.298195,-23.490702,60.200615
3.809045,181.988797,950.863735,-354.487440,-31.235139,-23.541623,60.079804
3.819043,181.676838,950.628124,-353.887395,-31.172328,-23.592532,59.959463
3.829040,181.365506,950.392003,-353.288550,-31.109760,-23.643427,59.839587
3.839038,181.054798,950.155374,-352.690902,-31.047434,-23.694310,59.720174
3.849035,180.744712,949.918236,-352.094445,-30.985346,-23.745179,59.601220
3.859033,180.435246,949.680590,-351.499175,-30.923497,-23.796035,59.482722
3.869030,180.126397,949.442436,-350.905089,-30.861884,-23.846876,59.364677
3.879028,179.818163,949.203773,-350.312180,-30.800506,-23.897705,59.247082
3.889025,179.510542,948.964602,-349.720444,-30.739361,-23.948519,59.129934
3.899023,179.203530,948.724924,-349.129878,-30.678448,-23.999320,59.013231
3.909020,178.897127,948.484737,-348.540476,-30.617765,-24.050107,58.896969
3.919018,178.591329,948.244044,-347.952234,-30.557312,-24.100880,58.781146
3.929015,178.286134,948.002842,-347.365148,-30.497085,-24.151639,58.665758
3.939013,177.981540,947.761133,-346.779214,-30.437084,-24.202384,58.550803
3.949010,177.677545,947.518917,-346.194426,-30.377307,-24.253114,58.436277
3.959008,177.374147,947.276194,-345.610782,-30.317753,-24.303830,58.322178
3.969005,177.071342,947.032963,-345.028275,-30.258420,-24.354531,58.208503
3.979003,176.769130,946.789226,-344.446903,-30.199307,-24.405218,58.095248
3.989000,176.467507,946.544982,-343.866661,-30.140411,-24.455889,57.982411
3.998998,176.166472,946.300231,-343.287545,-30.081726,-24.506540,57.869977
4.008995,175.866024,946.054975,-342.709552,-30.023245,-24.557167,57.757935
4.018993,175.566159,945.809212,-342.132677,-29.964965,-24.607767,57.646278
4.028990,175.266876,945.562944,-341.556917,-29.906882,-24.658339,57.534998
4.038988,174.968173,945.316171,-340.982269,-29.848992,-24.708880,57.424089
4.048985,174.670047,945.068893,-340.408727,-29.791293,-24.759389,57.313543
4.058983,174.372498,944.821110,-339.836288,-29.733779,-24.809864,57.203354
4.068980,174.075522,944.572822,-339.264949,-29.676448,-24.860301,57.093514
4.078978,173.779118,944.324030,-338.694706,-29.619294,-24.910699,56.984015
4.088975,173.483285,944.074733,-338.125554,-29.562318,-24.961058,56.874854
4.098973,173.188019,943.824934,-337.557492,-29.505525,-25.011385,56.766046
4.108970,172.893321,943.574631,-336.990516,-29.448917,-25.061679,56.657592
4.118968,172.599187,943.323825,-336.424621,-29.392494,-25.111942,56.549489
4.128965,172.305617,943.072517,-335.859806,-29.336254,-25.162175,56.441740
4.138963,172.012607,942.820707,-335.296067,-29.280199,-25.212379,56.334344
4.148960,171.720158,942.568396,-334.733399,-29.224328,-25.262554,56.227302
4.158958,171.428267,942.315583,-334.171801,-29.168639,-25.312700,56.120608
4.168955,171.136931,942.062268,-333.611267,-29.113131,-25.362816,56.014260
4.178953,170.846149,941.808454,-333.051795,-29.057803,-25.412902,55.908257
4.188950,170.555920,941.554138,-332.493381,-29.002654,-25.462959,55.802597
4.198948,170.266241,941.299322,-331.936022,-28.947683,-25.512987,55.697278
4.208945,169.977111,941.044006,-331.379714,-28.892890,-25.562985,55.592300
4.218943,169.688528,940.788191,-330.824454,-28.838274,-25.612954,55.487660
4.228940,169.400489,940.531876,-330.270238,-28.783833,-25.662895,55.383357
4.238938,169.112995,940.275061,-329.717063,-28.729568,-25.712807,55.279389
4.248935,168.826041,940.017748,-329.164926,-28.675477,-25.762690,55.175756
4.258933,168.539628,939.759937,-328.613823,-28.621560,-25.812545,55.072455
4.268930,168.253753,939.501627,-328.063752,-28.567815,-25.862372,54.969485
4.278928,167.968414,939.242819,-327.514708,-28.514243,-25.912170,54.866844
4.288925,167.683611,938.983514,-326.966689,-28.460842,-25.961941,54.764532
4.298923,167.399340,938.723711,-326.419691,-28.407611,-26.011684,54.662546
4.308920,167.115600,938.463410,-325.873711,-28.354550,-26.061398,54.560885
4.318918,166.832390,938.202613,-325.328745,-28.301659,-26.111086,54.459548
4.328915,166.549708,937.941320,-324.784791,-28.248935,-26.160746,54.358533
4.338913,166.267552,937.679530,-324.241846,-28.196379,-26.210378,54.257838
4.348910,165.985921,937.417243,-323.699905,-28.143989,-26.259983,54.157463
4.358908,165.704813,937.154462,-323.158967,-28.091766,-26.309562,54.057406
4.368905,165.424226,936.891184,-322.619027,-28.039707,-26.359113,53.957665
4.378903,165.144159,936.627411,-322.080082,-27.987814,-26.408637,53.858239
4.388900,164.864609,936.363144,-321.542131,-27.936083,-26.458134,53.759127
4.398898,164.585576,936.098381,-321.005168,-27.884516,-26.507605,53.660327
4.408895,164.307058,935.833125,-320.469192,-27.833111,-26.557050,53.561837
4.418893,164.029053,935.567374,-319.934198,-27.781868,-26.606467,53.463657
4.428890,163.751559,935.301129,-319.400185,-27.730786,-26.655859,53.365785
4.438888,163.474576,935.034390,-318.867149,-27.679863,-26.705224,53.268219
4.448885,163.198100,934.767158,-318.335087,-27.629100,-26.754564,53.170958
4.458883,162.922132,934.499433,-317.803995,-27.578495,-26.803877,53.074001
4.468880,162.646668,934.231215,-317.273872,-27.528049,-26.853164,52.977346
4.478878,162.371708,933.962505,-316.744713,-27.477759,-26.902426,52.880993
4.488875,162.097250,933.693302,-316.216516,-27.427626,-26.951661,52.784939
4.498873,161.823292,933.423607,-315.689277,-27.377649,-27.000871,52.689183
4.508870,161.549833,933.153420,-315.162994,-27.327827,-27.050056,52.593724
4.518868,161.276872,932.882742,-314.637665,-27.278159,-27.099215,52.498560
4.528865,161.004406,932.611572,-314.113285,-27.228645,-27.148349,52.403691
4.538863,160.732434,932.339911,-313.589852,-27.179284,-27.197457,52.309115
4.548860,160.460955,932.067760,-313.067363,-27.130075,-27.246541,52.214830
4.558858,160.189968,931.795117,-312.545815,-27.081017,-27.295599,52.120835
4.568855,159.919470,931.521985,-312.025205,-27.032110,-27.344632,52.027129
4.578852,159.649460,931.248363,-311.505530,-26.983354,-27.393640,51.933710
4.588850,159.379937,930.974250,-310.986789,-26.934747,-27.442623,51.840578
4.598847,159.110898,930.699648,-310.468976,-26.886289,-27.491581,51.747730
4.608845,158.842344,930.424557,-309.952091,-26.837979,-27.540515,51.655167
4.618842,158.574272,930.148977,-309.436129,-26.789816,-27.589424,51.562885
4.628840,158.306681,929.872908,-308.921089,-26.741800,-27.638308,51.470884
4.638837,158.039569,929.596350,-308.406966,-26.693931,-27.687168,51.379163
4.648835,157.772934,929.319304,-307.893760,-26.646206,-27.736004,51.287721
4.658832,157.506776,929.041770,-307.381466,-26.598627,-27.784814,51.196555
4.668830,157.241093,928.763748,-306.870082,-26.551191,-27.833601,51.105666
4.678827,156.975884,928.485238,-306.359606,-26.503899,-27.882363,51.015051
4.688825,156.711147,928.206241,-305.850034,-26.456750,-27.931101,50.924710
4.698822,156.446880,927.926757,-305.341364,-26.409743,-27.979815,50.834640
4.708820,156.183083,927.646786,-304.833593,-26.362877,-28.028504,50.744841
4.718817,155.919753,927.366328,-304.326719,-26.316153,-28.077170,50.655312
4.728815,155.656890,927.085384,-303.820738,-26.269568,-28.125811,50.566052
4.738812,155.394492,926.803954,-303.315649,-26.223123,-28.174428,50.477058
4.748810,155.132558,926.522037,-302.811448,-26.176817,-28.223022,50.388330
4.758807,154.871086,926.239635,-302.308133,-26.130649,-28.271591,50.299867
4.768805,154.610075,925.956748,-301.805701,-26.084619,-28.320136,50.211668
4.778802,154.349524,925.673375,-301.304150,-26.038726,-28.368658,50.123730
4.788800,154.089431,925.389517,-300.803476,-25.992969,-28.417156,50.036054
4.798797,153.829794,925.105174,-300.303678,-25.947348,-28.465630,49.948637
4.808795,153.570613,924.820347,-299.804753,-25.901862,-28.514080,49.861479
4.818792,153.311886,924.535036,-299.306697,-25.856510,-28.562507,49.774578
4.828790,153.053611,924.249241,-298.809509,-25.811293,-28.610910,49.687934
4.838787,152.795788,923.962962,-298.313185,-25.766208,-28.659289,49.601544
4.848785,152.538415,923.676199,-297.817724,-25.721256,-28.707645,49.515408
4.858782,152.281491,923.388953,-297.323122,-25.676436,-28.755977,49.429525
4.868780,152.025013,923.101224,-296.829378,-25.631748,-28.804286,49.343893
4.878777,151.768982,922.813013,-296.336488,-25.587190,-28.852571,49.258511
4.888775,151.513396,922.524319,-295.844451,-25.542762,-28.900832,49.173379
4.898772,151.258253,922.235142,-295.353263,-25.498464,-28.949071,49.088494
4.908770,151.003552,921.945484,-294.862923,-25.454295,-28.997285,49.003857
4.918767,150.749292,921.655343,-294.373427,-25.410254,-29.045476,48.919464
4.928765,150.495472,921.364721,-293.884774,-25.366341,-29.093644,48.835317
4.938762,150.242090,921.073617,-293.396961,-25.322555,-29.141789,48.751412
4.948760,149.989145,920.782033,-292.909985,-25.278896,-29.189910,48.667750
4.958757,149.736636,920.489967,-292.423845,-25.235363,-29.238007,48.584329
4.968755,149.484562,920.197421,-291.938537,-25.191955,-29.286081,48.501148
4.978752,149.232921,919.904394,-291.454060,-25.148672,-29.334132,48.418206
4.988750,148.981712,919.610887,-290.970410,-25.105514,-29.382159,48.335502
4.998747,148.730933,919.316900,-290.487587,-25.062479,-29.430163,48.253034
5.008745,148.480585,919.022433,-290.005586,-25.019567,-29.478144,48.170802
5.018742,148.230665,918.727486,-289.524407,-24.976777,-29.526101,48.088804
5.028740,147.981172,918.432060,-289.044046,-24.934110,-29.574034,48.007040
5.038737,147.732105,918.136155,-288.564501,-24.891564,-29.621945,47.925508
5.048735,147.483463,917.839771,-288.085771,-24.849139,-29.669832,47.844207
5.058732,147.235244,917.542909,-287.607852,-24.806834,-29.717695,47.763136
5.068730,146.987448,917.245568,-287.130743,-24.764649,-29.765535,47.682294
5.078727,146.740073,916.947748,-286.654442,-24.722583,-29.813351,47.601681
5.088725,146.493119,916.649451,-286.178945,-24.680636,-29.861144,47.521294
5.098722,146.246583,916.350676,-285.704251,-24.638806,-29.908914,47.441133
5.108720,146.000465,916.051423,-285.230358,-24.597095,-29.956660,47.361197
5.118717,145.754763,915.751693,-284.757263,-24.555500,-30.004382,47.281485
5.128715,145.509477,915.451486,-284.284964,-24.514022,-30.052081,47.201995
5.138712,145.264605,915.150802,-283.813459,-24.472659,-30.099756,47.122727
5.148710,145.020146,914.849642,-283.342745,-24.431412,-30.147408,47.043680
5.158707,144.776099,914.548005,-282.872820,-24.390280,-30.195036,46.964852
5.168705,144.532462,914.245893,-282.403682,-24.349261,-30.242641,46.886242
5.178702,144.289235,913.943305,-281.935328,-24.308357,-30.290222,46.807850
5.188700,144.046416,913.640241,-281.467758,-24.267566,-30.337780,46.729675
5.198697,143.804004,913.336701,-281.000967,-24.226887,-30.385314,46.651715
5.208695,143.561999,913.032687,-280.534955,-24.186320,-30.432824,46.573969
5.218692,143.320398,912.728198,-280.069719,-24.145865,-30.480310,46.496437
5.228690,143.079201,912.423234,-279.605258,-24.105521,-30.527773,46.419117
5.238687,142.838408,912.117796,-279.141568,-24.065288,-30.575212,46.342008
5.248685,142.598015,911.811884,-278.678648,-24.025165,-30.622627,46.265110
5.258682,142.358024,911.505498,-278.216496,-23.985151,-30.670019,46.188422
5.268680,142.118432,911.198638,-277.755109,-23.945246,-30.717386,46.111942
5.278677,141.879238,910.891304,-277.294486,-23.905450,-30.764729,46.035669
5.288675,141.640442,910.583498,-276.834625,-23.865761,-30.812049,45.959603
5.298672,141.402042,910.275218,-276.375523,-23.826179,-30.859343,45.883739
5.308670,141.164037,909.966466,-275.917179,-23.786699,-30.906607,45.808072
5.318667,140.926427,909.657242,-275.459591,-23.747321,-30.953840,45.732599
5.328665,140.689210,909.347546,-275.002757,-23.708043,-31.001041,45.657318
5.338662,140.452385,909.037379,-274.546674,-23.668864,-31.048210,45.582225
5.348660,140.215952,908.726740,-274.091342,-23.629783,-31.095344,45.507320
5.358657,139.979909,908.415630,-273.636757,-23.590799,-31.142444,45.432599
5.368655,139.744255,908.104049,-273.182919,-23.551910,-31.189508,45.358060
5.378652,139.508989,907.791998,-272.729825,-23.513114,-31.236535,45.283701
5.388650,139.274111,907.479477,-272.277473,-23.474412,-31.283524,45.209519
5.398647,139.039619,907.166485,-271.825861,-23.435801,-31.330474,45.135512
5.408645,138.805512,906.853025,-271.374989,-23.397281,-31.377383,45.061677
5.418642,138.571790,906.539095,-270.924853,-23.358851,-31.424253,44.988016
5.428640,138.338452,906.224697,-270.475453,-23.320510,-31.471082,44.914525
5.438637,138.105496,905.909831,-270.026787,-23.282258,-31.517869,44.841203
5.448635,137.872923,905.594498,-269.578853,-23.244093,-31.564614,44.768048
5.458632,137.640731,905.278697,-269.131650,-23.206015,-31.611315,44.695058
5.468630,137.408918,904.962430,-268.685175,-23.168022,-31.657972,44.622231
5.478627,137.177486,904.645696,-268.239428,-23.130114,-31.704584,44.549565
5.488624,136.946432,904.328497,-267.794406,-23.092289,-31.751150,44.477059
5.498622,136.715755,904.010832,-267.350109,-23.054546,-31.797669,44.404710
5.508619,136.485456,903.692703,-266.906534,-23.016885,-31.844140,44.332517
5.518617,136.255533,903.374109,-266.463680,-22.979307,-31.890564,44.260480
5.528614,136.025984,903.055051,-266.021545,-22.941811,-31.936944,44.188601
5.538612,135.796811,902.735530,-265.580128,-22.904397,-31.983278,44.116880
5.548609,135.568010,902.415545,-265.139427,-22.867066,-32.029567,44.045316
5.558607,135.339583,902.095098,-264.699440,-22.829817,-32.075812,43.973909
5.568604,135.111527,901.774189,-264.260166,-22.792651,-32.122013,43.902660
5.578602,134.883843,901.452818,-263.821604,-22.755567,-32.168171,43.831567
5.588599,134.656528,901.130985,-263.383752,-22.718565,-32.214286,43.760632
5.598597,134.429584,900.808692,-262.946609,-22.681646,-32.260358,43.689855
5.608594,134.203008,900.485939,-262.510172,-22.644810,-32.306388,43.619237
5.618592,133.976800,900.162726,-262.074441,-22.608058,-32.352378,43.548777
5.628589,133.750960,899.839054,-261.639414,-22.571387,-32.398326,43.478473
5.638587,133.525486,899.514922,-261.205089,-22.534796,-32.444230,43.408324
5.648584,133.300377,899.190332,-260.771465,-22.498285,-32.490091,43.338328
5.658582,133.075633,898.865283,-260.338539,-22.461854,-32.535908,43.268485
5.668579,132.851252,898.539777,-259.906312,-22.425502,-32.581683,43.198794
5.678577,132.627235,898.213813,-259.474780,-22.389228,-32.627414,43.129255
5.688574,132.403580,897.887393,-259.043943,-22.353034,-32.673102,43.059868
5.698572,132.180286,897.560516,-258.613798,-22.316917,-32.718746,42.990632
5.708569,131.957354,897.233182,-258.184345,-22.280877,-32.764348,42.921546
5.718567,131.734781,896.905393,-257.755582,-22.244915,-32.809906,42.852610
5.728564,131.512567,896.577149,-257.327508,-22.209030,-32.855422,42.783823
5.738562,131.290711,896.248450,-256.900120,-22.173221,-32.900894,42.715185
5.748559,131.069213,895.919296,-256.473418,-22.137489,-32.946323,42.646696
5.758557,130.848072,895.589689,-256.047399,-22.101834,-32.991709,42.578353
5.768554,130.627287,895.259628,-255.622063,-22.066254,-33.037051,42.510158
5.778552,130.406858,894.929113,-255.197409,-22.030750,-33.082351,42.442110
5.788549,130.186783,894.598147,-254.773433,-21.995322,-33.127608,42.374208
5.798547,129.967062,894.266727,-254.350136,-21.959969,-33.172821,42.306451
5.808544,129.747694,893.934857,-253.927516,-21.924691,-33.217992,42.238839
5.818542,129.528678,893.602534,-253.505571,-21.889489,-33.263119,42.171371
5.828539,129.310014,893.269761,-253.084299,-21.854360,-33.308204,42.104048
5.838537,129.091701,892.936537,-252.663700,-21.819306,-33.353245,42.036867
5.848534,128.873739,892.602864,-252.243772,-21.784327,-33.398244,41.969830
5.858532,128.656125,892.268740,-251.824513,-21.749420,-33.443199,41.902935
5.868529,128.438860,891.934167,-251.405922,-21.714587,-33.488112,41.836182
5.878527,128.221943,891.599146,-250.987998,-21.679828,-33.532981,41.769570
5.888524,128.005373,891.263676,-250.570739,-21.645141,-33.577808,41.703099
5.898522,127.789150,890.927758,-250.154144,-21.610527,-33.622591,41.636769
5.908519,127.573272,890.591393,-249.738212,-21.575985,-33.667332,41.570578
5.918517,127.357739,890.254580,-249.322940,-21.541515,-33.712029,41.504526
5.928514,127.142550,889.917321,-248.908328,-21.507117,-33.756684,41.438614
5.938512,126.927704,889.579616,-248.494375,-21.472791,-33.801296,41.372840
5.948509,126.713201,889.241465,-248.081079,-21.438536,-33.845864,41.307203
5.958507,126.499039,888.902868,-247.668438,-21.404352,-33.890390,41.241704
5.968504,126.285220,888.563827,-247.256451,-21.370239,-33.934873,41.176342
5.978502,126.071741,888.224341,-246.845117,-21.336196,-33.979313,41.111116
5.988499,125.858601,887.884411,-246.434434,-21.302224,-34.023709,41.046026
5.998497,125.645802,887.544038,-246.024402,-21.268321,-34.068063,40.981071
6.008494,125.433340,887.203221,-245.615018,-21.234489,-34.112374,40.916251
6.018492,125.221217,886.861961,-245.206282,-21.200726,-34.156642,40.851566
6.028489,125.009431,886.520259,-244.798191,-21.167032,-34.200867,40.787015
6.038487,124.797982,886.178115,-244.390745,-21.133407,-34.245049,40.722597
6.048484,124.586868,885.835530,-243.983943,-21.099852,-34.289188,40.658312
6.058482,124.376090,885.492504,-243.577783,-21.066364,-34.333284,40.594159
6.068479,124.165646,885.149036,-243.172263,-21.032946,-34.377337,40.530139
6.078477,123.955536,884.805129,-242.767382,-20.999595,-34.421347,40.466250
6.088474,123.745760,884.460782,-242.363140,-20.966312,-34.465314,40.402492
6.098472,123.536315,884.115996,-241.959534,-20.933096,-34.509238,40.338865
6.108469,123.327203,883.770770,-241.556564,-20.899948,-34.553120,40.275368
6.118467,123.118422,883.425107,-241.154228,-20.866867,-34.596958,40.212000
6.128464,122.909971,883.079005,-240.752525,-20.833853,-34.640753,40.148762
6.138462,122.701849,882.732465,-240.351453,-20.800905,-34.684505,40.085653
6.148459,122.494057,882.385489,-239.951012,-20.768024,-34.728214,40.022672
6.158457,122.286594,882.038075,-239.551200,-20.735209,-34.771880,39.959818
6.168454,122.079458,881.690226,-239.152015,-20.702460,-34.815502,39.897093
6.178452,121.872649,881.341940,-238.753457,-20.669777,-34.859082,39.834494
6.188449,121.666166,880.993219,-238.355524,-20.637159,-34.902619,39.772021
6.198447,121.460010,880.644063,-237.958215,-20.604606,-34.946113,39.709675
6.208444,121.254178,880.294472,-237.561529,-20.572118,-34.989563,39.647455
6.218442,121.048671,879.944447,-237.165464,-20.539695,-35.032971,39.585359
6.228439,120.843487,879.593988,-236.770019,-20.507336,-35.076335,39.523388
6.238437,120.638627,879.243096,-236.375193,-20.475042,-35.119656,39.461542
6.248434,120.434089,878.891771,-235.980985,-20.442812,-35.162934,39.399819
6.258432,120.229873,878.540014,-235.587394,-20.410645,-35.206169,39.338220
6.268429,120.025978,878.187825,-235.194418,-20.378542,-35.249361,39.276744
6.278427,119.822404,877.835204,-234.802055,-20.346503,-35.292509,39.215390
6.288424,119.619149,877.482151,-234.410306,-20.314526,-35.335614,39.154159
6.298422,119.416214,877.128669,-234.019168,-20.282613,-35.378676,39.093049
6.308419,119.213598,876.774755,-233.628640,-20.250762,-35.421695,39.032061
6.318417,119.011300,876.420412,-233.238722,-20.218974,-35.464671,38.971193
6.328414,118.809319,876.065640,-232.849411,-20.187247,-35.507603,38.910446
6.338412,118.607655,875.710438,-232.460707,-20.155583,-35.550492,38.849819
6.348409,118.406307,875.354808,-232.072609,-20.123981,-35.593338,38.789311
6.358407,118.205275,874.998750,-231.685115,-20.092441,-35.636140,38.728922
6.368404,118.004558,874.642264,-231.298224,-20.060961,-35.678899,38.668653
6.378402,117.804156,874.285351,-230.911935,-20.029543,-35.721615,38.608501
6.388399,117.604067,873.928011,-230.526247,-19.998186,-35.764287,38.548468
6.398396,117.404291,873.570245,-230.141158,-19.966890,-35.806916,38.488552
6.408394,117.204828,873.212053,-229.756668,-19.935654,-35.849502,38.428753
6.418391,117.005677,872.853435,-229.372775,-19.904479,-35.892044,38.369071
6.428389,116.806838,872.494392,-228.989478,-19.873364,-35.934543,38.309505
6.438386,116.608309,872.134924,-228.606776,-19.842308,-35.976998,38.250055
6.448384,116.410091,871.775033,-228.224668,-19.811313,-36.019410,38.190720
6.458381,116.212182,871.414717,-227.843152,-19.780377,-36.061778,38.131501
6.468379,116.014582,871.053978,-227.462228,-19.749500,-36.104103,38.072396
6.478376,115.817290,870.692816,-227.081895,-19.718682,-36.146384,38.013406
6.488374,115.620307,870.331232,-226.702150,-19.687923,-36.188622,37.954529
6.498371,115.423631,869.969225,-226.322994,-19.657223,-36.230816,37.895766
6.508369,115.227261,869.606797,-225.944424,-19.626581,-36.272966,37.837117
6.518366,115.031197,869.243948,-225.566440,-19.595998,-36.315073,37.778579
6.528364,114.835439,868.880678,-225.189041,-19.565472,-36.357136,37.720155
6.538361,114.639986,868.516988,-224.812226,-19.535005,-36.399156,37.661842
6.548359,114.444837,868.152878,-224.435992,-19.504595,-36.441132,37.603641
6.558356,114.249992,867.788348,-224.060340,-19.474243,-36.483064,37.545551
6.568354,114.055450,867.423400,-223.685269,-19.443948,-36.524952,37.487572
6.578351,113.861210,867.058033,-223.310776,-19.413710,-36.566797,37.429703
6.588349,113.667273,866.692247,-222.936861,-19.383528,-36.608598,37.371944
6.598346,113.473637,866.326045,-222.563524,-19.353404,-36.650355,37.314295
6.608344,113.280302,865.959424,-222.190762,-19.323336,-36.692068,37.256756
6.618341,113.087267,865.592387,-221.818574,-19.293324,-36.733737,37.199325
6.628339,112.894532,865.224934,-221.446961,-19.263369,-36.775363,37.142003
6.638336,112.702096,864.857065,-221.075920,-19.233469,-36.816944,37.084789
6.648334,112.509959,864.488780,-220.705450,-19.203625,-36.858482,37.027683
6.658331,112.318119,864.120080,-220.335551,-19.173837,-36.899975,36.970684
6.668329,112.126578,863.750966,-219.966221,-19.144103,-36.941425,36.913793
6.678326,111.935333,863.381437,-219.597459,-19.114426,-36.982831,36.857008
6.688324,111.744385,863.011495,-219.229264,-19.084803,-37.024192,36.800330
6.698321,111.553732,862.641139,-218.861636,-19.055234,-37.065510,36.743758
6.708319,111.363375,862.270371,-218.494573,-19.025721,-37.106783,36.687291
6.718316,111.173313,861.899190,-218.128074,-18.996262,-37.148013,36.630930
6.728314,110.983545,861.527597,-217.762137,-18.966857,-37.189198,36.574674
6.738311,110.794070,861.155593,-217.396763,-18.937506,-37.230339,36.518522
6.748309,110.604889,860.783177,-217.031949,-18.908209,-37.271436,36.462475
6.758306,110.416000,860.410351,-216.667695,-18.878966,-37.312488,36.406531
6.768304,110.227404,860.037115,-216.304000,-18.849776,-37.353497,36.350692
6.778301,110.039099,859.663469,-215.940863,-18.820639,-37.394461,36.294955
6.788299,109.851085,859.289413,-215.578282,-18.791556,-37.435381,36.239321
6.798296,109.663361,858.914949,-215.216257,-18.762526,-37.476256,36.183790
6.808294,109.475928,858.540076,-214.854787,-18.733548,-37.517088,36.128361
6.818291,109.288783,858.164795,-214.493870,-18.704623,-37.557874,36.073034
6.828289,109.101928,857.789107,-214.133506,-18.675750,-37.598617,36.017809
6.838286,108.915361,857.413012,-213.773694,-18.646930,-37.639315,35.962684
6.848284,108.729083,857.036510,-213.414432,-18.618162,-37.679968,35.907661
6.858281,108.543091,856.659602,-213.055720,-18.589446,-37.720577,35.852738
6.868279,108.357386,856.282288,-212.697556,-18.560781,-37.761142,35.797915
6.878276,108.171968,855.904568,-212.339940,-18.532168,-37.801662,35.743193
6.888274,107.986835,855.526444,-211.982871,-18.503607,-37.842137,35.688570
6.898271,107.801988,855.147916,-211.626347,-18.475097,-37.882568,35.634046
6.908269,107.617425,854.768983,-211.270368,-18.446638,-37.922954,35.579621
6.918266,107.433147,854.389647,-210.914932,-18.418229,-37.963296,35.525294
6.928264,107.249153,854.009908,-210.560039,-18.389872,-38.003593,35.471066
6.938261,107.065442,853.629766,-210.205688,-18.361565,-38.043845,35.416936
6.948259,106.882013,853.249222,-209.851877,-18.333309,-38.084052,35.362903
6.958256,106.698867,852.868276,-209.498606,-18.305102,-38.124215,35.308968
6.968254,106.516003,852.486929,-209.145874,-18.276946,-38.164333,35.255129
6.978251,106.333420,852.105181,-208.793680,-18.248840,-38.204406,35.201388
6.988249,106.151117,851.723033,-208.442022,-18.220783,-38.244434,35.147742
6.998246,105.969095,851.340484,-208.090900,-18.192776,-38.284417,35.094193
7.008244,105.787352,850.957536,-207.740313,-18.164819,-38.324356,35.040740
7.018241,105.605889,850.574190,-207.390260,-18.136911,-38.364249,34.987382
7.028239,105.424705,850.190444,-207.040740,-18.109051,-38.404098,34.934119
7.038236,105.243798,849.806300,-206.691752,-18.081241,-38.443901,34.880950
7.048234,105.063170,849.421759,-206.343294,-18.053480,-38.483660,34.827877
7.058231,104.882819,849.036820,-205.995367,-18.025767,-38.523373,34.774897
7.068229,104.702745,848.651485,-205.647969,-17.998103,-38.563042,34.722012
7.078226,104.522946,848.265753,-205.301100,-17.970487,-38.602665,34.669220
7.088224,104.343424,847.879626,-204.954757,-17.942919,-38.642243,34.616522
7.098221,104.164177,847.493102,-204.608941,-17.915399,-38.681776,34.563916
7.108219,103.985205,847.106184,-204.263651,-17.887928,-38.721264,34.511403
7.118216,103.806508,846.718872,-203.918885,-17.860503,-38.760707,34.458983
7.128214,103.628084,846.331165,-203.574642,-17.833127,-38.800104,34.406655
7.138211,103.449934,845.943064,-203.230922,-17.805797,-38.839456,34.354418
7.148209,103.272057,845.554571,-202.887724,-17.778516,-38.878763,34.302274
7.158206,103.094452,845.165684,-202.545047,-17.751281,-38.918024,34.250220
7.168204,102.917120,844.776406,-202.202890,-17.724093,-38.957240,34.198258
7.178201,102.740059,844.386735,-201.861252,-17.696952,-38.996411,34.146386
7.188199,102.563269,843.996673,-201.520132,-17.669857,-39.035536,34.094605
7.198196,102.386749,843.606220,-201.179529,-17.642810,-39.074616,34.042914
7.208194,102.210500,843.215377,-200.839443,-17.615808,-39.113650,33.991312
7.218191,102.034521,842.824144,-200.499872,-17.588853,-39.152639,33.939801
7.228189,101.858811,842.432521,-200.160815,-17.561944,-39.191582,33.888379
7.238186,101.683369,842.040509,-199.822273,-17.535081,-39.230480,33.837045
7.248184,101.508196,841.648108,-199.484243,-17.508263,-39.269332,33.785801
7.258181,101.333291,841.255319,-199.146725,-17.481491,-39.308138,33.734645
7.268179,101.158654,840.862142,-198.809718,-17.454765,-39.346899,33.683577
7.278176,100.984283,840.468578,-198.473221,-17.428085,-39.385614,33.632598
7.288174,100.810179,840.074628,-198.137234,-17.401449,-39.424283,33.581706
7.298171,100.636341,839.680290,-197.801755,-17.374859,-39.462907,33.530901
